ID;Age;Exp;RMM;F;DM;Educ;CEL;PP
4615;56;30;15;4;700;3;Non;Non
4616;37;12;84;4;700;3;Non;Non
4617;66;41;114;1;800;3;Non;Non
4618;38;13;41;3;500;3;Non;Non
4619;35;9;29;3;900;1;Non;Non
4620;61;36;23;1;100;1;Non;Non
4621;52;26;84;1;2400;1;Non;Non
4622;57;32;60;3;1700;1;Oui;Non
4623;47;20;13;3;670;2;Non;Non
4624;50;25;45;2;600;3;Non;Non
4625;36;11;83;1;2800;1;Non;Non
4626;45;21;102;4;4700;2;Non;Oui
4627;58;34;58;4;2300;3;Non;Non
4628;27;1;134;1;1700;2;Non;Oui
4629;27;1;130;3;2900;2;Non;Oui
4630;48;24;148;2;3300;1;Oui;Non
4631;46;21;92;1;200;2;Non;Non
4632;32;8;142;4;6200;2;Oui;Oui
4633;54;29;62;4;700;1;Non;Non
4634;31;5;50;1;1500;1;Non;Non
4635;42;17;29;1;600;3;Non;Non
4636;30;5;85;2;2500;1;Oui;Non
4637;41;16;78;4;400;1;Non;Non
4638;44;19;85;4;1900;3;Non;Non
4639;37;13;89;2;1700;2;Non;Non
4640;51;25;33;3;900;3;Non;Non
4641;30;6;42;1;2100;3;Non;Non
4642;36;11;31;4;1700;1;Non;Non
4643;65;40;143;4;6600;2;Non;Oui
4644;33;7;35;4;800;1;Non;Non
4645;58;34;22;1;100;2;Non;Non
4646;34;10;45;1;1700;1;Non;Non
4647;38;13;119;2;3300;1;Non;Non
4648;59;35;43;4;1300;1;Non;Non
4649;37;11;75;3;900;2;Non;Non
4650;59;35;121;1;4300;1;Non;Non
4651;47;23;63;1;800;3;Non;Non
4652;48;24;58;2;1700;1;Non;Non
4653;38;12;184;3;8000;1;Non;Oui
4654;34;10;155;2;6500;1;Non;Non
4655;44;17;69;3;2670;2;Non;Non
4656;33;7;188;2;7000;2;Non;Oui
4657;47;21;38;3;600;2;Non;Non
4658;41;16;9;2;300;2;Non;Non
4659;36;11;69;4;2100;3;Non;Non
4660;28;4;199;1;6330;1;Non;Non
4661;59;35;38;1;800;1;Non;Non
4662;43;19;129;1;5000;1;Non;Non
4663;56;31;59;2;1900;2;Non;Non
4664;28;3;115;1;1900;1;Non;Non
4665;62;37;83;4;100;2;Non;Non
4666;40;16;65;2;3200;1;Non;Non
4667;34;9;72;3;2300;1;Non;Non
4668;52;28;72;1;1600;3;Non;Non
4669;40;14;63;3;500;3;Non;Non
4670;27;1;64;4;1800;2;Non;Non
4671;52;26;194;1;1700;1;Non;Non
4672;39;14;104;1;4000;3;Oui;Non
4673;52;26;180;1;1700;1;Non;Non
4674;50;23;18;2;1000;2;Non;Non
4675;40;14;93;1;2800;3;Oui;Non
4676;35;11;32;1;1330;1;Non;Non
4677;39;13;68;3;2100;1;Non;Non
4678;25;0;38;2;1600;3;Non;Non
4679;33;7;115;1;2700;2;Non;Non
4680;26;0;161;2;7200;1;Non;Non
4681;46;21;154;2;2800;1;Non;Non
4683;55;25;44;3;1000;3;Non;Non
4684;52;28;149;2;400;1;Non;Non
4685;59;34;103;1;2600;1;Non;Non
4686;63;39;41;4;1300;2;Non;Non
4687;61;35;113;2;2800;1;Non;Non
4688;58;34;48;4;1300;2;Non;Non
4689;29;3;69;4;1800;2;Non;Non
4690;51;27;43;4;1100;2;Non;Non
4691;59;34;19;1;300;3;Non;Non
4692;41;17;65;3;2100;3;Non;Non
4693;59;35;32;3;400;2;Non;Non
4694;52;28;20;1;300;1;Non;Non
4695;39;13;25;2;800;3;Non;Non
4696;45;19;70;1;2800;1;Non;Non
4697;59;35;70;4;2300;3;Non;Non
4698;49;22;103;3;2000;2;Non;Non
4699;48;22;162;3;1400;1;Non;Oui
4700;61;36;61;2;2800;1;Non;Non
4701;31;7;170;1;6000;1;Non;Non
4702;42;16;49;1;2800;1;Non;Non
4703;35;5;108;2;2750;3;Non;Oui
4704;57;27;62;3;2000;3;Non;Non
4705;54;28;102;3;1700;2;Non;Non
4706;61;37;141;3;700;1;Oui;Oui
4707;60;36;8;2;1000;1;Non;Non
4708;59;35;91;2;1600;1;Non;Non
4709;62;37;10;3;500;1;Non;Non
4710;26;1;35;2;1700;2;Non;Non
4711;41;17;71;3;300;3;Non;Non
4712;65;40;59;3;2400;1;Non;Non
4713;25;0;14;2;900;3;Non;Non
4714;25;1;122;2;200;1;Non;Non
4715;27;3;81;3;1500;1;Oui;Non
4716;65;39;35;1;500;3;Non;Non
4717;60;34;83;2;1400;1;Non;Non
4718;29;5;121;1;1500;1;Non;Non
4719;32;6;35;3;1000;1;Non;Non
4720;32;8;140;4;6600;3;Oui;Oui
4721;41;15;88;1;2800;3;Non;Non
4722;52;26;70;2;1100;1;Non;Non
4723;40;16;63;1;1500;3;Non;Non
4724;39;15;125;1;3500;1;Non;Non
4725;34;8;21;4;1000;1;Non;Non
4726;34;8;75;2;1800;1;Non;Non
4727;34;10;38;1;1330;1;Non;Non
4728;41;17;58;4;2670;1;Non;Non
4729;59;35;31;3;400;2;Non;Non
4730;40;14;18;4;1500;3;Non;Non
4731;52;27;29;1;1500;2;Non;Non
4732;37;11;29;2;1400;3;Non;Non
4733;39;13;69;3;100;1;Non;Non
4734;49;23;121;1;4900;1;Non;Non
4735;63;39;64;1;1800;3;Non;Non
4736;34;9;84;4;2200;2;Non;Non
4737;51;25;65;3;700;2;Non;Non
4738;61;36;85;3;1800;2;Non;Non
4739;56;32;44;3;1500;1;Non;Non
4740;62;38;174;1;4700;1;Non;Non
4741;56;30;178;1;2900;1;Non;Non
4742;58;32;55;4;2500;1;Non;Non
4743;58;33;25;4;900;2;Non;Non
4744;50;26;21;1;200;1;Non;Non
4745;44;20;72;3;300;3;Non;Non
4746;49;23;129;1;300;1;Non;Non
4747;31;7;18;1;400;3;Non;Non
4748;49;25;91;4;1400;2;Non;Non
4749;43;18;38;1;500;3;Non;Non
4750;31;5;21;3;1000;1;Non;Non
4751;66;41;38;1;1100;3;Non;Non
4752;41;17;154;1;1700;1;Non;Non
4753;39;14;178;1;4100;1;Non;Non
4754;46;21;85;1;200;2;Oui;Non
4755;57;33;93;2;1600;1;Non;Non
4756;59;35;151;2;6000;1;Non;Non
4757;30;4;78;4;2200;2;Non;Non
4758;26;2;135;1;1500;1;Non;Non
4759;46;21;40;1;300;1;Non;Non
4760;66;41;80;4;100;2;Non;Non
4762;61;35;74;2;700;2;Non;Non
4763;37;7;94;4;1800;3;Non;Non
4764;51;25;173;1;500;2;Non;Oui
4765;56;32;88;4;1000;2;Non;Non
4766;58;34;82;1;4300;1;Non;Non
4767;41;15;54;3;2100;1;Non;Non
4768;35;9;45;3;900;1;Non;Non
4769;38;14;39;1;2000;2;Non;Non
4770;26;2;20;4;1000;1;Non;Non
4771;35;5;93;4;1800;3;Non;Non
4772;36;11;85;3;1200;3;Non;Non
4773;26;2;95;3;800;1;Non;Non
4774;53;28;48;2;1900;2;Non;Non
4775;56;32;22;1;1200;3;Non;Non
4776;44;14;33;1;750;3;Non;Non
4777;47;23;40;2;2100;3;Non;Non
4778;32;8;30;4;400;2;Non;Non
4779;52;27;22;4;800;1;Non;Non
4780;39;14;20;1;600;3;Non;Non
4781;47;20;49;3;2500;2;Non;Non
4782;35;9;25;3;100;2;Non;Non
4783;26;0;150;2;7200;1;Non;Non
4784;43;19;32;4;300;1;Non;Non
4785;52;28;9;2;200;1;Non;Non
4786;30;5;23;2;900;3;Non;Non
4787;36;12;18;4;1000;1;Non;Non
4788;48;22;42;3;600;2;Non;Non
4789;36;10;39;1;2000;1;Non;Non
4790;58;34;84;4;1600;2;Non;Non
4791;35;11;101;3;3800;3;Non;Oui
4792;59;35;43;4;400;1;Non;Non
4793;36;10;28;4;1000;1;Non;Non
4794;45;21;59;2;2500;1;Non;Non
4795;56;30;29;4;1500;3;Non;Non
4796;46;21;39;2;1300;1;Non;Non
4797;26;0;42;4;1300;3;Non;Non
4798;37;11;24;4;1000;1;Non;Non
4799;44;20;62;3;300;3;Non;Non
4800;44;20;33;4;300;1;Non;Non
4801;33;7;73;1;2500;1;Non;Non
4803;35;11;58;3;2800;1;Non;Non
4804;48;24;48;2;2100;3;Non;Non
4805;58;32;40;1;2800;2;Non;Non
4806;30;6;160;1;4300;1;Non;Non
4807;62;37;39;3;1500;1;Non;Non
4808;40;14;53;1;2000;1;Non;Non
4809;42;16;32;3;500;2;Non;Non
4810;43;19;32;3;600;2;Non;Non
4811;58;34;11;2;300;1;Non;Non
4812;36;12;123;2;3000;3;Non;Oui
4813;29;4;184;4;2200;3;Non;Oui
4814;49;23;60;3;700;2;Non;Non
4815;60;34;41;3;2200;3;Non;Non
4816;58;32;99;2;1400;1;Non;Non
4817;50;24;83;3;3000;2;Non;Non
4818;46;22;134;2;3300;1;Non;Non
4819;45;19;85;2;1700;2;Non;Non
4820;32;6;41;3;900;1;Non;Non
4821;42;17;44;1;300;3;Oui;Non
4822;30;6;62;1;100;1;Non;Non
4823;60;36;149;1;4700;1;Non;Non
4824;46;21;115;2;4200;3;Oui;Oui
4825;32;6;25;3;1000;1;Non;Non
4826;56;32;84;2;1600;1;Non;Non
4828;30;6;181;1;4300;1;Non;Non
4829;52;28;62;1;1800;3;Non;Non
4830;31;7;11;1;500;3;Non;Non
4831;37;12;60;4;2100;3;Non;Non
4832;30;6;42;1;2100;3;Non;Non
4833;29;4;83;4;2200;2;Non;Non
4834;49;24;109;1;600;1;Non;Non
4835;49;23;70;1;300;1;Non;Non
4836;65;39;25;2;400;1;Non;Non
4837;54;24;72;3;1400;3;Non;Non
4839;56;30;44;4;2500;1;Non;Non
4840;34;8;52;4;200;1;Non;Non
4841;33;9;18;4;400;2;Non;Non
4842;59;35;40;4;400;1;Non;Non
4843;49;23;174;3;4600;2;Non;Oui
4844;61;34;41;4;2500;2;Non;Non
4845;31;6;81;2;2500;1;Non;Non
4846;45;21;128;1;4700;1;Non;Non
4847;35;10;135;3;4800;2;Non;Oui
4848;37;11;65;2;2400;2;Non;Non
4849;58;32;145;2;500;1;Non;Non
4850;49;25;65;2;1000;3;Non;Non
4851;63;39;119;1;2900;1;Non;Non
4852;55;31;124;2;300;1;Non;Non
4853;38;12;33;4;1500;3;Non;Non
4854;45;19;41;1;200;1;Non;Non
4855;44;20;105;1;4700;1;Non;Non
4856;58;32;130;2;2700;1;Non;Non
4857;56;31;80;4;1300;3;Non;Non
4858;37;13;115;1;800;2;Non;Non
4859;50;24;62;2;800;3;Non;Non
4860;34;8;165;1;7000;3;Non;Oui
4861;51;25;34;3;600;2;Non;Non
4862;49;24;18;1;400;3;Non;Non
4863;33;7;44;1;300;1;Non;Non
4864;61;35;25;1;800;2;Non;Non
4865;41;16;52;2;2200;3;Non;Non
4866;50;24;133;4;1400;2;Non;Oui
4867;41;17;71;2;3200;1;Non;Non
4868;38;12;61;4;200;3;Non;Non
4869;51;27;62;2;3200;3;Non;Non
4870;63;39;33;3;100;3;Non;Non
4871;55;30;28;2;2000;2;Non;Non
4872;46;22;53;4;1900;1;Non;Non
4873;27;3;69;3;700;2;Non;Non
4874;59;35;165;2;6000;1;Non;Non
4875;26;0;75;3;300;3;Non;Non
4876;61;36;54;3;1500;1;Non;Non
4877;44;19;142;1;1500;3;Non;Oui
4878;53;29;53;4;100;3;Non;Non
4879;34;9;41;1;1000;1;Non;Non
4880;40;15;43;4;1700;1;Non;Non
4881;56;32;79;3;2670;1;Non;Non
4882;57;32;24;2;200;3;Non;Non
4883;43;19;73;3;2330;1;Oui;Non
4884;38;13;129;3;4100;3;Oui;Oui
4885;60;34;50;3;2200;3;Non;Non
4886;54;30;28;2;800;1;Non;Non
4887;51;26;64;4;1800;3;Non;Non
4888;41;15;49;3;900;3;Oui;Non
4889;25;1;121;1;5400;1;Non;Non
4890;58;28;58;3;2000;3;Non;Non
4891;61;35;51;3;1400;3;Non;Non
4892;56;31;61;4;900;1;Oui;Non
4893;43;19;35;1;300;3;Non;Non
4894;42;12;39;3;2000;3;Oui;Non
4895;48;22;74;1;1400;3;Non;Non
4896;45;20;201;2;2800;1;Non;Non
4897;40;15;81;2;400;1;Non;Non
4898;43;18;44;1;2400;1;Non;Non
4899;52;26;19;1;1400;3;Non;Non
4900;54;29;85;4;1300;3;Non;Non
4901;26;1;74;4;2200;1;Non;Non
4902;26;0;54;3;1100;2;Non;Non
4903;33;8;58;2;2500;1;Non;Non
4904;40;15;18;2;100;2;Non;Non
4905;64;40;88;1;3800;1;Non;Non
4906;62;37;19;3;500;1;Non;Non
4907;54;28;49;1;2200;3;Non;Non
4908;34;9;101;3;600;2;Non;Non
4909;40;16;138;2;6100;1;Non;Non
4910;41;16;25;2;100;2;Non;Non
4912;46;22;153;2;7500;1;Non;Non
4913;51;26;28;1;1300;2;Non;Non
4914;30;4;110;1;2900;3;Non;Non
4915;65;39;94;1;2000;1;Non;Non
4916;49;24;48;1;1300;2;Non;Non
4917;29;5;123;2;600;1;Non;Non
4918;36;10;33;4;1200;2;Non;Non
4919;50;25;42;2;700;2;Non;Non
4920;41;16;68;3;3000;1;Non;Non
4921;42;16;28;4;1500;3;Non;Non
4922;37;11;42;3;500;3;Non;Non
4923;31;5;28;1;300;1;Non;Non
4924;40;15;73;3;3000;1;Non;Non
4925;36;12;89;2;2700;1;Non;Non
4926;64;39;82;4;3400;2;Non;Non
4927;37;13;83;2;1700;2;Non;Non
4928;43;19;121;1;700;2;Oui;Oui
4929;57;33;28;1;1200;3;Non;Non
4930;62;36;39;2;300;1;Non;Non
4931;63;38;110;3;1800;2;Non;Non
4932;57;27;55;1;1400;3;Non;Non
4933;59;35;111;1;4300;1;Non;Non
4934;47;23;94;1;4700;1;Non;Non
4935;26;0;85;2;1600;3;Non;Non
4936;59;33;81;2;1400;1;Non;Non
4937;45;20;94;3;500;3;Non;Non
4938;33;8;162;1;8600;1;Oui;Non
4939;61;35;80;4;1700;3;Non;Non
4940;54;29;70;3;2000;2;Non;Non
4941;46;22;19;3;500;1;Non;Non
4942;28;4;112;2;1600;2;Non;Oui
4943;52;26;109;1;2400;1;Oui;Non
4944;26;0;12;1;100;2;Non;Non
4945;49;24;33;3;1700;2;Non;Non
4946;42;18;49;2;1700;1;Non;Non
4947;51;26;42;1;1300;2;Non;Non
4948;39;13;41;2;300;1;Non;Non
4949;44;20;43;1;700;1;Non;Non
4951;47;23;19;1;1000;1;Non;Non
4952;53;27;65;1;2200;3;Non;Non
4953;29;3;53;4;1800;3;Non;Non
4954;47;21;32;3;1500;1;Non;Non
4955;45;19;22;3;1500;1;Non;Non
4956;63;37;39;2;700;3;Non;Non
4957;39;13;59;4;200;3;Non;Non
4958;29;-1;50;2;1750;3;Non;Non
4959;50;26;19;1;900;3;Non;Non
4960;51;27;55;1;1600;2;Non;Non
4961;58;28;81;1;3000;3;Non;Non
4962;39;14;108;3;1200;3;Non;Non
4963;46;20;122;3;3000;3;Oui;Oui
4964;32;6;98;2;4500;3;Non;Non
4965;53;27;110;1;4900;1;Non;Non
4966;29;5;33;1;1800;2;Non;Non
4967;41;17;34;1;700;1;Non;Non
4968;41;16;69;1;100;2;Non;Non
4969;58;32;41;4;2500;1;Non;Non
4970;45;19;60;2;400;3;Non;Non
4971;37;13;95;2;1700;2;Non;Non
4972;58;28;73;1;1400;3;Non;Non
4973;58;32;41;3;2200;3;Non;Non
4974;31;1;68;4;4000;3;Non;Non
4975;59;33;64;4;1700;2;Non;Non
4976;38;11;29;4;1000;2;Non;Non
4977;29;5;31;1;1800;2;Non;Non
4978;40;15;54;3;800;3;Non;Non
4979;57;27;63;4;2000;3;Non;Non
4980;50;26;92;1;2600;2;Non;Non
4981;29;5;135;3;5300;1;Oui;Oui
4982;34;9;195;2;3000;1;Non;Non
4983;36;10;45;4;200;1;Non;Non
4984;51;26;72;1;2900;1;Non;Non
4985;27;1;98;4;2300;3;Non;Non
4986;48;23;30;3;1700;2;Non;Non
4987;32;6;78;1;2900;3;Non;Non
4988;48;23;43;3;1700;2;Non;Non
4989;34;8;85;1;2500;1;Non;Non
4990;24;0;38;1;1000;3;Non;Non
4991;55;25;58;4;2000;3;Non;Non
4992;51;25;92;1;1900;2;Non;Non
4993;30;5;13;4;500;3;Non;Non
4994;45;21;218;2;6670;1;Non;Non
4995;64;40;75;3;2000;3;Non;Non
4996;29;3;40;1;1900;3;Non;Non
4997;30;4;15;4;400;1;Non;Non
4998;63;39;24;2;300;3;Non;Non
4999;65;40;49;3;500;2;Non;Non
5000;28;4;83;3;800;1;Non;Non
